video_name,true_label,predicted_label,confidence,prob_negative,prob_neutral,prob_positive,caption,audio_generated,duration
83664512.mp4,Positive,Positive,0.9369349457320496,0.0078137835033734,0.0552512707645767,0.9369349457320496,"I was like, “Oh, wow, that`s fine.” He wanted to transfer to Rochester because he wanted to work at RIT too.",True,13.96
25328.mp4,Negative,Negative,0.6945951503801794,0.6945951503801794,0.2403200229878294,0.0650848266319912,There are so many things that are wrong with the system.,True,5.12
253715.mp4,Negative,Negative,0.580605052098027,0.580605052098027,0.3606297391141873,0.0587652087877857,Then they would ask the HIT group about the car and whether if the glass was broken.,True,14.106666666666667
255438.mp4,Negative,Negative,0.6597964113878665,0.6597964113878665,0.2809605225717652,0.0592430660403683,Or they will ask another group SMASHED about the car and whether if the glass was broken.,True,12.933333333333334
253816.mp4,Negative,Negative,0.6295473321575278,0.6295473321575278,0.3157275872927094,0.0547250805497628,Or ask the COLLIDED group about the car and if the glass was broken?,True,6.986666666666666
253917.mp4,Negative,Negative,0.6550834780523549,0.6550834780523549,0.2901656294232118,0.0547508925244332,"Ask another group, the CRASHED group about the car and whether if the glass is broken.",True,11.453333333333333
254424.mp4,Negative,Negative,0.6972908469614958,0.6972908469614958,0.231467372155429,0.0712417808830752,"The first thing the doctor and nurse would say to the parents would be ""I am sorry."" It's an automatic negative. ""I am sorry that your child is Deaf"".",True,12.72
254525.mp4,Negative,Negative,0.7082871707219421,0.7082871707219421,0.2189212051965757,0.0727916240814821,"Of course the parents would be scared. ""I am sorry"" is never a good thing.",True,7.973333333333334
254728.mp4,Negative,Negative,0.7117251100715652,0.7117251100715652,0.2192804859780011,0.0689944039504336,"It is very intimidating. There will be seven professionals informing the two parents that their child seem to be sick or have the ""cancer"".",True,10.16
257368.mp4,Negative,Negative,0.7129710324947501,0.7129710324947501,0.2093642409015636,0.0776647266036861,"They often use the word ""diagnosis"" It's very negative and it's used for more negative references, such as sickness or cancer. Or maybe terminal illness.",True,14.026666666666667
254829.mp4,Positive,Negative,0.5105686240056461,0.5105686240056461,0.3941496697792948,0.0952817062150591,"Why don't they use a word like ""identified"" as in ""I've identified this child deaf""? Now it does not seem bad at all.",True,12.373333333333333
254931.mp4,Negative,Negative,0.6543992566687078,0.6543992566687078,0.2875640559707576,0.0580366873605346,"""Intervention"" implies the need of intervening such as an intervention for drug addicts, stopping something from happening, or when a kid is not behaving well.",True,12.2
255033.mp4,Positive,Neutral,0.621907371863323,0.0111385388056433,0.621907371863323,0.3669540893310337,"The baby is just deaf. It's not their fault, they're doing perfectly fine.",True,13.706666666666667
255844.mp4,Positive,Positive,0.8488174231506049,0.0056071487862475,0.1455754280631474,0.8488174231506049,That makes it to seem like an opportunity to do more than one.,True,10.32
255946.mp4,Negative,Negative,0.7049037206493267,0.7049037206493267,0.226563401142523,0.0685328782081503,The parents might will perceive this as something they should to be upset about.,True,6.36
256351.mp4,Negative,Positive,0.8616828794224053,0.0061082273098783,0.1322088932677163,0.8616828794224053,A Deaf role model who has been trained can show the parents that he/she is perfectly fine.,True,13.386666666666667
256352.mp4,Positive,Positive,0.9078087259687898,0.0074928027957869,0.0846984712354231,0.9078087259687898,He/she can read and write. He/she can communicate. He/she can work. He/she has an education. There's a long list of that and he/she is perfectly fine.,True,11.413333333333334
257265.mp4,Negative,Negative,0.7126217436802782,0.7126217436802782,0.2191294235325021,0.0682488327872197,"When a deaf child does not have a Deaf mentor, the family will continue to be disappointed and their grief will last longer.",True,13.053333333333333
2682847.mp4,Negative,Negative,0.663610567791458,0.663610567791458,0.275449828420957,0.060939603787585,The car is broken.,True,6.706666666666667
2682838.mp4,Negative,Negative,0.6278025151030474,0.6278025151030474,0.3156591422160447,0.0565383426809079,The car broke down.,True,3.3466666666666667
26827616.mp4,Negative,Negative,0.528249489476748,0.528249489476748,0.4161412706519213,0.0556092398713308,"Cousin John's car broke down, do you remember?",True,5.946666666666666
26827517.mp4,Negative,Negative,0.6013897152108425,0.6013897152108425,0.3400470428189476,0.0585632419702098,"It wasn't John whose car broke down, it was Mary.",True,11.293333333333333
26827419.mp4,Negative,Neutral,0.4864599115456812,0.4483535326005827,0.4864599115456812,0.0651865558537361,"John didn't get into an accident with a truck, he got into an accident with another car.",True,14.0
26827321.mp4,Negative,Negative,0.6635871325382718,0.6635871325382718,0.2755226276646161,0.0608902397971119,The car is broken.,True,3.84
36298782.mp4,Negative,Negative,0.690647355196064,0.690647355196064,0.2403068973190804,0.0690457474848553,The weather is lousy today.,True,3.08
36295789.mp4,Negative,Neutral,0.475347672476811,0.470001945763654,0.475347672476811,0.0546503817595347,Mom doesn't like surprises.,True,3.506666666666667
36294790.mp4,Negative,Negative,0.6159269551789236,0.6159269551789236,0.3245441451537681,0.0595288996673082,The weather isn't beautiful today.,True,6.306666666666667
36292794.mp4,Positive,Positive,0.932845430492509,0.0080630910823576,0.0590914784251332,0.932845430492509,"Yes, I like pineapple cream cheese.",True,12.973333333333333
36291796.mp4,Negative,Neutral,0.5237768198674974,0.3894597705830064,0.5237768198674974,0.0867634095494961,No! I don't like pineapple cream cheese.,True,13.986666666666666
36288803.mp4,Positive,Positive,0.8747297255073846,0.0068444824046571,0.1184257920879581,0.8747297255073846,Dad is like me. He likes chocolate cereal.,True,5.48
5596228.mp4,Negative,Negative,0.6527791789362615,0.6527791789362615,0.2889099472869929,0.0583108737767456,Why is dad upset? I have no idea...,True,6.8933333333333335
154108.mp4,Negative,Positive,0.9373308351340206,0.0125575748322416,0.0501115900337378,0.9373308351340206,"""Today I went out and the weather was lousy."" ""No, it's beautiful and warm outside. It's perfect.""",True,12.173333333333334
1540612.mp4,Positive,Negative,0.6530991563179631,0.6530991563179631,0.2600242511498784,0.0868765925321584,"""The book you read was really good."" ""No, it was lousy I didn't like it.""",True,6.1066666666666665
1540613.mp4,Positive,Negative,0.6971898210708433,0.6971898210708433,0.2288814002826343,0.0739287786465223,"""Texas has a good football team."" ""No they have a lousy team and they are losing. They haven't won a game yet.""",True,13.4
1540021.mp4,Negative,Neutral,0.5148228229585509,0.3588758856391114,0.5148228229585509,0.1263012914023378,"""Mc Donalds is a snobby restaurant right?"" ""No, Mcdonalds is a cheap restaurant. They serve hamburgers.""",True,11.84
1539625.mp4,Negative,Positive,0.9399395333801154,0.0102259597537748,0.0498345068661098,0.9399395333801154,"""Your mom will love the surprise party."" ""No, my mom hates surprises.""",True,13.706666666666667
17602177.mp4,Negative,Negative,0.6985681719991129,0.6985681719991129,0.2333299716681072,0.0681018563327798,"Last night, there was an accident and traffic was horrible.",True,6.986666666666666
17598184.mp4,Positive,Positive,0.9470599138076384,0.0089108391515288,0.0440292470408326,0.9470599138076384,"I love action movies, not boring dramas.",True,5.16
17597185.mp4,Negative,Negative,0.478121798235864,0.478121798235864,0.4566686233456358,0.0652095784185002,I know that I should enter the haunted house at my own risk.,True,4.426666666666667
17582212.mp4,Negative,Negative,0.667593287079711,0.667593287079711,0.2646918736724795,0.0677148392478094,I watched a movie last night. I was really scared.,True,8.946666666666667
17596188.mp4,Negative,Negative,0.6797119562293887,0.6797119562293887,0.2441944976954685,0.0760935460751427,The movie is really scary.,True,6.6
17593193.mp4,Positive,Positive,0.9705885787163284,0.012356747746728,0.0170546735369434,0.9705885787163284,I love riding in airplanes and flying different places.,True,14.44
17590198.mp4,Negative,Negative,0.6967698295919244,0.6967698295919244,0.2204701441651643,0.0827600262429113,My worst enemy is my alarm clock.,True,7.626666666666667
17592194.mp4,Negative,Negative,0.6249150853319236,0.6249150853319236,0.3162757765075537,0.0588091381605227,Alcohol is not always good.,True,5.24
17588201.mp4,Negative,Neutral,0.9625470251510618,0.0025267281853253,0.9625470251510618,0.0349262466636128,I analyzed and looked over the math problem.,True,2.8933333333333335
17586206.mp4,Positive,Positive,0.9688291610495812,0.0141115215595019,0.0170593173909168,0.9688291610495812,I love apples in the fall.,True,10.28
17584208.mp4,Positive,Positive,0.969145926256564,0.0160936065993285,0.0147604671441073,0.969145926256564,"I was picked to join the club. Wow, it was an honor.",True,9.093333333333334
28816.mp4,Positive,Positive,0.9712687975966784,0.0122934818187838,0.0164377205845376,0.9712687975966784,"To tell the truth, I love you because you make people laugh so hard!",True,14.2
29019.mp4,Positive,Positive,0.8509890990631831,0.0045026087826019,0.1445082921542149,0.8509890990631831,"Last night, I played a close game of basketball with my friend. The score was 30-28 when it ended.",True,8.733333333333333
29423.mp4,Negative,Negative,0.6742944850535296,0.6742944850535296,0.2556886037931114,0.070016911153359,I always get sick in winter because I wear flip-flops.,True,13.84
